# Time (s), X (m), Y (m), Z (m), Vx (m/s), Vy (m/s), Vz (m/s), Ax (m/s²), Ay (m/s²), Az (m/s²)
0.000000,0.000000,0.000000,8.772864,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.001585,-0.000000,0.000000,8.772864,-0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000
0.003169,0.000000,0.000000,8.772864,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000
0.006338,-0.000000,0.000000,8.772864,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000000
0.009507,0.000000,-0.000000,8.772864,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000
0.012676,-0.000000,-0.000000,8.772864,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
0.013396,-0.000000,-0.000000,8.772864,-0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
0.014115,0.000000,-0.000000,8.772864,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000
0.015554,-0.000000,0.000000,8.772864,0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000
0.016993,-0.000000,0.000000,8.772864,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.018432,-0.000000,0.000000,8.772864,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000
0.019063,0.000000,0.000000,8.772864,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000
0.019693,0.000000,0.000000,8.772864,-0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000
0.020954,0.000000,-0.000000,8.772864,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000
0.022216,0.000000,-0.000000,8.772865,0.000110,-0.000071,0.001496,0.174105,-0.113065,2.372842
0.023477,0.000001,-0.000000,8.772871,0.000593,-0.000385,0.008079,0.591856,-0.384356,8.066268
0.025384,0.000003,-0.000002,8.772905,0.002279,-0.001480,0.031065,1.223529,-0.794569,16.675197
0.027291,0.000010,-0.000006,8.773000,0.005215,-0.003387,0.071072,1.855242,-1.204808,25.284679
0.029197,0.000024,-0.000015,8.773187,0.009355,-0.006075,0.127497,2.487010,-1.615083,33.894893
0.031104,0.000046,-0.000030,8.773497,0.014700,-0.009546,0.200341,3.118849,-2.025404,42.506094
0.033242,0.000086,-0.000056,8.774033,0.022122,-0.014366,0.301499,3.827081,-2.485335,52.158424
0.035379,0.000143,-0.000093,8.774807,0.031058,-0.020170,0.423287,4.535424,-2.945339,61.812271
0.037516,0.000220,-0.000143,8.775864,0.041508,-0.026956,0.565709,5.243913,-3.405437,71.468105
0.038371,0.000258,-0.000167,8.776375,0.046112,-0.029946,0.628456,5.527342,-3.589498,75.330894
0.039226,0.000299,-0.000194,8.776940,0.050959,-0.033093,0.694506,5.810804,-3.773580,79.194138
0.040081,0.000345,-0.000224,8.777563,0.056037,-0.036391,0.763721,6.070754,-3.942394,82.736935
0.041790,0.000450,-0.000292,8.778991,0.066474,-0.043169,0.905963,6.137921,-3.986013,83.652346
0.043500,0.000572,-0.000372,8.780663,0.077026,-0.050021,1.049770,6.205102,-4.029641,84.567942
0.045210,0.000713,-0.000463,8.782582,0.087693,-0.056948,1.195142,6.272293,-4.073275,85.483671
0.048629,0.001050,-0.000682,8.787174,0.109370,-0.071026,1.490585,6.406717,-4.160571,87.315702
0.052049,0.001462,-0.000949,8.792787,0.131508,-0.085402,1.792294,6.541193,-4.247900,89.148441
0.055468,0.001950,-0.001266,8.799441,0.154054,-0.100044,2.099573,6.645792,-4.315828,90.574000
0.059250,0.002580,-0.001675,8.808025,0.179014,-0.116253,2.439737,6.552819,-4.255451,89.306901
