7.997,939.892,76.937,61.053,2.574,2.974
8.047,944.411,76.893,61.053,2.567,2.967
8.097,948.901,76.833,61.053,2.557,2.957
8.147,953.362,76.719,61.053,2.539,2.939
8.197,957.794,76.729,61.053,2.541,2.941
8.247,962.198,76.739,61.053,2.542,2.942
8.297,966.573,76.766,61.053,2.547,2.947
8.347,970.919,76.769,61.053,2.547,2.947
8.397,975.236,76.82,61.053,2.555,2.955
8.447,979.525,76.862,61.053,2.562,2.962
8.497,983.785,76.949,61.053,2.576,2.976
8.547,988.017,76.936,61.053,2.574,2.974
8.597,992.22,76.93,61.053,2.573,2.973
8.647,996.395,76.848,61.053,2.56,2.96
8.697,1000.542,76.807,61.053,2.553,2.953
8.747,1004.66,76.831,61.053,2.557,2.957
8.797,1008.751,76.812,61.053,2.554,2.954
8.847,1012.813,76.83,61.053,2.557,2.957
8.897,1016.847,76.729,61.053,2.541,2.941
8.947,1020.853,76.795,61.053,2.551,2.951
8.997,1024.831,76.709,61.053,2.537,2.937
9.047,1028.781,76.839,61.053,2.558,2.958
9.097,1032.703,76.907,61.053,2.569,2.969
9.147,1036.597,76.909,61.053,2.57,2.97
9.197,1040.464,76.8,61.053,2.552,2.952
9.247,1044.302,76.739,61.053,2.542,2.942
9.297,1048.113,76.786,61.053,2.55,2.95
9.347,1051.897,76.857,61.053,2.561,2.961
9.397,1055.653,76.81,61.053,2.554,2.954
9.447,1059.381,76.706,61.053,2.537,2.937
9.497,1063.082,76.72,61.053,2.539,2.939
9.547,1066.755,76.685,61.053,2.533,2.933
9.597,1070.401,76.699,61.053,2.536,2.936
9.647,1074.02,76.796,61.053,2.551,2.951
9.697,1077.611,76.785,61.053,2.55,2.95
9.747,1081.175,76.84,61.053,2.559,2.959
9.797,1084.712,76.815,61.053,2.555,2.955
9.847,1088.222,76.807,61.053,2.553,2.953
9.897,1091.705,76.832,61.053,2.557,2.957
9.947,1095.16,76.842,61.053,2.559,2.959
9.997,1098.588,76.851,61.053,2.56,2.96
10.047,1101.99,76.812,61.053,2.554,2.954
10.097,1105.364,76.834,61.053,2.558,2.958
10.147,1108.712,76.755,61.053,2.545,2.945
10.197,1112.032,76.59,61.053,2.518,2.918
10.247,1115.326,76.584,61.053,2.517,2.917
10.297,1118.593,76.642,61.053,2.526,2.926
10.347,1121.833,76.602,61.053,2.52,2.92
10.397,1125.046,76.554,61.053,2.512,2.912
10.447,1128.233,76.525,61.053,2.508,2.908
10.497,1131.393,76.59,61.053,2.518,2.918
10.547,1134.526,76.635,61.053,2.525,2.925
10.597,1137.633,76.722,61.053,2.539,2.939
10.647,1140.713,76.758,61.053,2.545,2.945
10.697,1143.766,76.853,61.053,2.561,2.961
10.747,1146.794,76.769,61.053,2.547,2.947
10.797,1149.794,76.764,61.053,2.546,2.946
10.847,1152.769,76.563,61.053,2.514,2.914
10.897,1155.717,76.452,61.053,2.496,2.896
10.947,1158.638,76.368,61.053,2.482,2.882
10.997,1161.533,76.285,61.053,2.469,2.869
11.047,1164.403,76.305,61.053,2.472,2.872
11.097,1167.245,76.241,61.053,2.462,2.862
11.147,1170.062,76.095,61.053,2.438,2.838
11.197,1172.853,76.012,61.053,2.424,2.824
11.247,1175.617,76.138,61.053,2.445,2.845
11.297,1178.356,76.174,61.053,2.451,2.851
11.347,1181.068,76.259,61.053,2.464,2.864
11.397,1183.754,76.432,61.053,2.492,2.892
11.447,1186.415,76.517,61.053,2.506,2.906
11.497,1189.049,76.631,61.053,2.525,2.925
11.547,1191.657,76.69,61.053,2.534,2.934
11.597,1194.24,76.816,61.053,2.555,2.955
11.647,1196.797,76.504,61.053,2.504,2.904
11.697,1199.327,76.311,61.053,2.473,2.873
11.747,1201.832,76.086,61.053,2.436,2.836
11.797,1204.311,76.009,61.053,2.424,2.824
11.847,1206.764,75.853,61.053,2.399,2.799
11.897,1209.192,75.752,61.053,2.382,2.782
11.947,1211.593,75.683,61.053,2.371,2.771
11.997,1213.969,75.529,61.053,2.346,2.746
12.047,1216.319,75.536,61.053,2.347,2.747
12.097,1218.643,75.489,61.053,2.34,2.74
12.147,1220.942,75.593,61.053,2.356,2.756
12.197,1223.215,75.823,61.053,2.394,2.794
12.247,1225.462,75.906,61.053,2.407,2.807
12.297,1227.684,76.143,61.053,2.446,2.846
12.347,1229.88,76.304,61.053,2.472,2.872
12.397,1232.051,76.384,61.053,2.485,2.885
12.447,1234.196,76.613,61.053,2.522,2.922
12.497,1236.316,76.746,61.053,2.543,2.943
12.547,1238.41,76.63,61.053,2.525,2.925
12.597,1240.479,76.17,61.053,2.45,2.85
12.647,1242.522,76.005,61.053,2.423,2.823
12.697,1244.54,75.775,61.053,2.386,2.786
12.747,1246.533,75.534,61.053,2.347,2.747
12.797,1248.501,75.438,61.053,2.331,2.731
12.847,1250.443,75.274,61.053,2.305,2.705
12.897,1252.36,75.11,61.053,2.278,2.678
12.947,1254.252,74.969,61.053,2.255,2.655
12.997,1256.119,75.21,61.053,2.294,2.694
13.047,1257.961,75.139,61.053,2.283,2.683
13.097,1259.777,75.173,61.053,2.288,2.688
13.147,1261.568,75.203,61.053,2.293,2.693
13.197,1263.335,75.313,61.053,2.311,2.711
13.247,1265.076,75.426,61.053,2.329,2.729
13.297,1266.792,75.542,61.053,2.348,2.748
13.347,1268.483,75.553,61.053,2.35,2.75
13.397,1270.149,75.444,61.053,2.332,2.732
13.447,1271.79,75.181,61.053,2.29,2.69
13.497,1273.406,75.231,61.053,2.298,2.698
13.547,1274.997,75.445,61.053,2.332,2.732
13.597,1276.562,75.585,61.053,2.355,2.755
13.647,1278.104,75.572,61.053,2.353,2.753
13.697,1279.62,75.68,61.053,2.371,2.771
13.747,1281.111,75.949,61.053,2.414,2.814
13.797,1282.577,76.441,61.053,2.494,2.894
13.847,1284.018,76.412,61.053,2.489,2.889
13.897,1285.435,76.217,61.053,2.458,2.858
13.947,1286.826,76.442,61.053,2.494,2.894
13.997,1288.193,76.723,61.053,2.54,2.94
14.047,1289.535,76.428,61.053,2.492,2.892
14.097,1290.852,76.302,61.053,2.471,2.871
14.147,1292.144,76.151,61.053,2.447,2.847
14.197,1293.411,76.085,61.053,2.436,2.836
14.247,1294.653,76.198,61.053,2.454,2.854
14.297,1295.871,76.423,61.053,2.491,2.891
14.347,1297.064,76.472,61.053,2.499,2.899
14.397,1298.232,76.142,61.053,2.445,2.845
14.447,1299.375,76.33,61.053,2.476,2.876
14.497,1300.493,76.171,61.053,2.45,2.85
14.547,1301.587,76.101,61.053,2.439,2.839
14.597,1302.656,76.174,61.053,2.451,2.851
14.647,1303.7,76.258,61.053,2.464,2.864
14.697,1304.72,76.342,61.053,2.478,2.878
14.747,1305.715,76.316,61.053,2.474,2.874
14.797,1306.685,76.137,61.053,2.445,2.845
14.847,1307.631,76.255,61.053,2.464,2.864
14.897,1308.551,76.302,61.053,2.471,2.871
14.947,1309.447,76.299,61.053,2.471,2.871
14.997,1310.319,75.959,61.053,2.416,2.816
15.047,1311.166,76.299,61.053,2.471,2.871
15.097,1311.988,76.67,61.053,2.531,2.931
15.147,1312.786,76.405,61.053,2.488,2.888
